Date,BXMSM,SPTR,SPX,PUTSM,CLL*,BXYSM,VIX¬ ,VXO,BXMD ,BFLY ,CLLZ ,CMBO ,CNDR ,PPUT 
8-Jan,826.06,2301.01,1478.1,964.64,561.38,972.37,17.73,18.05,1228.47,647.02,597.41,1018.47,684.99,479.66
8-Feb,824.98,2296.73,1473.12,965.91,559.44,970.76,19.05,19.56,1227.06,645.74,597.46,1015.9,682.17,477.65
8-Mar,825.39,2290.21,1466.77,969.61,557.47,970.43,19.97,20.62,1225.53,649.73,596.44,1014.99,681.19,474.91
8-Apr,826.75,2280.9,1458.59,973.95,555.51,970.09,20.89,21.62,1223.72,655.97,594.67,1014.89,682.38,471.39
8-May,829.29,2271.95,1450.53,979.29,552.58,971.28,21.44,22.28,1224.19,662.78,593.87,1016.15,685.36,467.66
8-Jun,831.18,2258.68,1439.67,984.59,548.2,971.31,21.83,22.76,1223.63,670.11,592.26,1016.32,688.19,462.9
8-Jul,828.87,2233.11,1421.06,985.84,540.86,966.13,22.48,23.42,1216.28,673.11,588.41,1011.31,690.64,455.8
8-Aug,828.06,2212.16,1405.4,988.61,533.76,962.77,22.43,23.38,1211.26,674.33,585.73,1008.16,694.86,448.62
8-Sep,827.75,2190.82,1389.47,990.92,526.54,960.26,22.2,23.29,1207.25,677.71,582.95,1005.94,699.5,442.22
8-Oct,822.65,2147.13,1359.44,989.76,515.75,951.02,23.98,25.49,1193.4,682.5,574.97,997.49,703.96,432.05
8-Nov,806.14,2074.22,1311.06,972.08,503.11,928.74,27.43,29.07,1163.22,683.28,559.88,975.29,703.14,421.55
8-Dec,785.12,2000.5,1262.31,948.79,490.88,902.09,30.13,31.99,1127.69,682.99,542.31,948.28,699.55,413.61
9-Jan,764.75,1929.39,1215.22,926.25,480.06,876.16,31.59,33.42,1095.02,679.93,526.42,922.05,697.17,405.84
9-Feb,746.64,1859.61,1169.17,907.42,469.28,852.53,33.14,34.88,1063.68,679.12,509.98,898.83,699.91,396.37
9-Mar,724.81,1783.89,1119.54,883.87,457.58,824.75,34.79,36.59,1027.91,672.31,492.5,871.29,702.48,385.84
9-Apr,705.59,1717.61,1075.8,864.11,446.95,801.37,36.34,38.08,997.62,666.61,477.64,847.44,705.04,377.04
9-May,686.58,1653.15,1033.07,845.14,437.32,777.88,37.65,39.42,968.05,661.84,463.64,823.68,707.09,368.71
9-Jun,668.99,1592.94,992.97,827.7,429.24,756.16,38.57,40.34,940.6,657.08,450.72,801.66,709.17,361.06
9-Jul,656.72,1548.57,962.91,815.79,424.48,741.84,38.77,40.36,922.85,656.36,440.95,786.75,712.43,356.13
9-Aug,647.02,1515.06,939.59,806.58,422.03,731.44,39.02,40.44,910.13,658.53,432.97,775.35,714.31,353.81
9-Sep,636.84,1483.98,917.73,796.86,421,720.26,39.47,40.54,896.4,659.14,424.95,763.42,714.45,352.15
9-Oct,631.6,1473.26,908.63,790.79,424.07,716.22,38.32,38.88,892.58,657.46,422.18,757.99,715.07,353.94
9-Nov,635.76,1485.91,914.25,798.81,427.87,723.54,35.88,36.17,902.51,658.18,425.54,764.27,720.38,355.4
9-Dec,649.23,1516.33,930.86,817.71,434.44,742.05,33.32,33.05,926.73,664.11,434.9,781.76,728.63,357.59
10-Jan,662.37,1548.38,948.52,837.15,440.6,760.36,31.79,31.34,949.81,672.63,443.35,799.01,735.85,360.28
10-Feb,674.85,1585.12,969.18,854.92,447.37,778.59,30.11,29.56,973.76,678.67,452.75,815.79,741.43,365.2
10-Mar,692.75,1638.24,999.97,878.54,456.41,803.54,27.87,27.06,1006.89,687.21,465.49,839.3,747.98,372.72
10-Apr,707.89,1691.86,1030.93,899.52,466.26,825.71,25.66,24.7,1037.15,691.47,477.16,859.69,752.33,380.99
10-May,721.03,1737.72,1057.09,918.67,474.78,845.79,24.45,23.35,1063.46,694.55,486.58,877.89,755.96,387.84
10-Jun,727.91,1763.89,1071.28,927.2,479.08,856.97,24.72,23.45,1078.32,694.17,491.71,887.32,753.6,393
10-Jul,731.21,1781.91,1080.56,931.35,481.74,863.6,25.4,24.18,1088.18,690.79,495.16,892.21,749.25,397.34
10-Aug,735.76,1800.5,1090.07,938.48,483.43,871.25,25.2,23.96,1099.58,687.82,498.48,898.75,747.17,400.54
10-Sep,739.4,1807.34,1092.46,945.56,482.27,876.13,25.2,24.2,1106.65,689.31,499.46,903.37,746.73,401.07
10-Oct,744.25,1822.01,1099.47,954.4,481.76,883.21,25.04,24.01,1116.5,689.84,501.48,909.83,745.61,403
10-Nov,750.24,1845.42,1111.73,964.97,482.82,892.03,24.25,23.38,1129.13,687.62,504.81,917.92,743.92,406.38
10-Dec,753.38,1860.35,1118.8,971.88,482.41,897.58,24.17,23.46,1137.41,683.19,506.6,922.58,741.4,408.59
11-Jan,757.12,1883.42,1130.68,979.2,484.11,904.98,23.84,23.24,1148.09,675.09,509.49,928.6,738.26,412.52
11-Feb,764.2,1916.17,1148.37,990,487.78,916.86,23.42,22.62,1164.55,669.67,514.24,938.84,736.18,418
11-Mar,769.72,1950.53,1166.93,999.26,492.25,927.88,23.32,22.4,1179.72,661.39,519.04,947.6,731.7,424.42
11-Apr,773.78,1975.77,1179.96,1006.14,493.95,936.32,23.34,22.44,1191.31,653.24,522.71,954.14,728.84,428.63
11-May,779.44,2004,1194.71,1013.75,496.1,946.93,22.73,21.86,1205.74,646.93,527.25,962.62,726.75,433.31
11-Jun,789.5,2043.14,1216.02,1029.93,500.22,963.69,21.34,20.5,1228.14,645.42,534.34,977.36,730.99,438.12
11-Jul,800.81,2087.01,1240.18,1047.9,504.74,981.64,19.84,18.98,1251.48,643.51,541.93,993.51,736.48,443.03
11-Aug,807.77,2117.06,1256.07,1059.31,507.88,994.28,19.99,19.22,1267.9,640.19,547.43,1004.03,740.45,446.73
11-Sep,809.96,2144.08,1270.2,1062.84,510.36,1002.1,20.45,19.62,1279.42,630.79,551.88,1009.14,738.55,452.46
11-Oct,807.55,2145.9,1269.39,1060.55,508.64,1002.66,22.06,21.43,1281.22,621.16,553.03,1009.14,737.07,453.17
11-Nov,810.51,2159.26,1275.23,1063.94,507.88,1010.36,22.79,22.01,1291.85,617.75,556.29,1014.64,737.23,455.5
11-Dec,814.38,2172.19,1280.76,1069.13,506.8,1018.22,23.14,22.35,1302.57,615.07,559.29,1020.84,737.91,457.07
12-Jan,818.25,2175.91,1280.76,1074.59,503.02,1024.18,23.61,22.82,1310.23,617.38,560.7,1026.17,738.98,456.53
12-Feb,822.38,2183.52,1282.95,1080.56,499.63,1030.35,23.6,22.93,1318.77,618.97,562.6,1031.82,739.43,456.62
12-Mar,827.15,2193.08,1286.15,1087.59,496.56,1037.64,23.61,22.9,1329.04,621.29,565.07,1038.31,740.65,456.99
12-Apr,833.58,2209.01,1293.04,1096.31,495.32,1048.02,23.42,22.75,1342.94,624.94,568.68,1047.24,741.67,458.96
12-May,838.93,2218.15,1295.9,1103.96,492.77,1055.53,23.62,22.91,1353.2,629.23,570.74,1054.3,743.17,459.54
12-Jun,840.66,2217.37,1292.99,1107.15,488.83,1057.35,24.34,23.62,1356.32,628.69,571.16,1056.2,743.28,458.11
12-Jul,846.31,2227.54,1296.45,1114.89,486.37,1065.38,24.39,23.73,1367.07,632.16,574.07,1063.49,743.91,458.71
12-Aug,853.33,2244.26,1303.7,1124.3,484.85,1075.86,23.86,23.08,1381.11,635.57,578.03,1072.82,744,460.4
12-Sep,865.97,2275.41,1319.35,1142.09,486.2,1094.65,22.68,21.82,1404.88,640.49,585.31,1089.74,749.13,462.51
12-Oct,881.54,2324,1345.12,1163.37,490.89,1118.23,20.41,19.36,1434.62,647.03,594.15,1109.53,753.28,468.25
12-Nov,890.39,2351.14,1358.35,1177.72,492.97,1131.53,19.47,18.55,1451.53,650.08,599.25,1121.46,756.5,470.49
12-Dec,896.21,2379.87,1372.46,1187.57,495.3,1142.31,18.47,17.63,1465.53,647.13,604.6,1130.35,755.78,473.82
13-Jan,899.93,2408.66,1386.51,1195.21,497.95,1151.4,18.02,17.26,1478.02,639.59,609.8,1137.07,753.87,477.51
13-Feb,904.31,2440.2,1401.98,1203.53,501.14,1162.5,17.59,16.9,1492.3,632.21,615.76,1145.05,752.5,481.7
13-Mar,907.58,2466.59,1414.4,1210.31,503.24,1171.9,17.35,16.79,1504.01,625.19,620.81,1151.53,750.81,484.99
13-Apr,911.36,2494.88,1427.79,1217.31,505.72,1182.58,17.12,16.57,1516.57,618.86,626.18,1158.86,748.8,488.64
13-May,915.95,2528.88,1444.43,1225.04,509.05,1194.73,16.81,16.27,1531.13,611.77,632.36,1167.49,746.33,493.39
13-Jun,923.38,2580.48,1471.13,1235.71,515.45,1211.33,16.17,15.67,1551.24,605.44,639.87,1180.26,742.81,501.87
13-Jul,927.35,2621.05,1491.47,1243.16,520.69,1222.16,16.15,15.73,1564.21,596.78,644.99,1188.04,739.54,508.15
13-Aug,931.46,2670.97,1517.01,1250.87,527.37,1233.34,15.69,15.32,1577.52,585.75,650.55,1196.17,734.55,516.18
13-Sep,933.86,2709.17,1535.87,1256,531.98,1240.06,15.65,15.43,1585.79,575.67,653.97,1201.09,730.07,522.1
13-Oct,936.24,2749.69,1555.95,1261.36,537.02,1247.39,15.73,15.55,1594.43,565.24,657.61,1206.32,725.63,528.39
13-Nov,942.03,2805.57,1584.64,1269.91,544.26,1261.13,15.32,15.04,1610.92,555.16,664.13,1216.64,721.93,537.35
13-Dec,950.38,2868.23,1617.11,1281.64,553.09,1278.97,15.14,14.75,1631.84,548.24,671.65,1230.33,720.72,547.47
14-Jan,960.35,2935.83,1652.29,1294.1,562.99,1299.31,14.78,14.23,1655.9,542.52,680.23,1246.11,720.27,558.46
